'sep=;'
09:53:39;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;740;N;0;I;10.35;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.17;;;;;;;;;;
09:53:40;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;2253;N;0;I;10.35;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:53:42;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;3767;N;0;I;10.35;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.13;;;;;;;;;;
09:53:43;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;5285;N;0;I;10.23;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:53:45;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;6800;N;0;I;10.23;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:53:46;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;8310;N;0;I;10.23;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:53:48;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;9826;N;0;I;10.04;G;-0.13;J;0;S;110.0;Q;0;C;1;H;0;B;12.13;;;;;;;;;;
09:53:49;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;11352;N;0;I;10.04;G;-0.13;J;0;S;110.0;Q;0;C;1;H;0;B;12.17;;;;;;;;;;
09:53:50;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;12860;N;0;I;10.23;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:53:52;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;13870;N;0;I;10.23;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.17;;;;;;;;;;
09:53:53;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;15385;N;0;I;10.23;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.13;;;;;;;;;;
09:53:54;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;16401;N;0;I;10.23;G;0.32;J;0;S;110.0;Q;0;C;1;H;0;B;12.13;;;;;;;;;;
09:53:56;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;17911;N;0;I;10.04;G;-0.06;J;0;S;110.0;Q;0;C;1;H;0;B;12.17;;;;;;;;;;
09:53:57;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;19424;N;0;I;10.04;G;-0.06;J;0;S;110.0;Q;0;C;1;H;0;B;12.17;;;;;;;;;;
09:53:59;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;20951;N;0;I;10.04;G;-0.06;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:54:00;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;22466;N;0;I;10.29;G;0.44;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:54:01;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;23480;N;0;I;10.29;G;0.44;J;0;S;110.0;Q;0;C;1;H;0;B;12.13;;;;;;;;;;
09:54:02;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;24994;N;0;I;10.29;G;0.44;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:54:04;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;26008;N;0;I;10.04;G;0.0;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:54:05;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;27525;N;0;I;10.04;G;0.0;J;0;S;110.0;Q;0;C;1;H;0;B;12.13;;;;;;;;;;
09:54:07;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;29032;N;0;I;10.04;G;0.0;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:54:08;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;30551;N;0;I;10.29;G;0.38;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:54:09;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;32061;N;0;I;10.29;G;0.38;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
09:54:11;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 302103 0 00211305B422;A;33078;N;0;I;10.29;G;0.38;J;0;S;110.0;Q;0;C;1;H;0;B;12.15;;;;;;;;;;
