'sep=;'
10:52:25;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;693;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.69;;;;;;;;;;
10:52:27;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;2194;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:28;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;3696;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:30;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;5198;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:31;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;6702;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:33;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;8205;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:34;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;9706;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:36;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;11208;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:38;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;12719;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:39;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;14216;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:41;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;15716;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:42;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;17219;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.69;;;;;;;;;;
10:52:44;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;18723;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.69;;;;;;;;;;
10:52:45;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;20226;N;0;I;23.1;G;0.0;J;0;S;35.0;Q;0;C;1;H;0;B;8.69;;;;;;;;;;
10:52:47;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;21777;N;0;I;23.48;G;0.38;J;0;S;35.0;Q;0;C;1;H;0;B;8.73;;;;;;;;;;
10:52:48;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;23230;N;0;I;23.48;G;0.38;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:50;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;24734;N;0;I;23.48;G;0.38;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:51;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;26237;N;0;I;23.99;G;0.88;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:53;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;27742;N;0;I;23.99;G;0.88;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:54;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;29243;N;0;I;23.99;G;0.88;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
10:52:56;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;30743;N;0;I;24.62;G;1.51;J;0;S;35.0;Q;0;C;1;H;0;B;8.69;;;;;;;;;;
10:52:57;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;32244;N;0;I;24.62;G;1.51;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:52:59;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;33749;N;0;I;24.62;G;1.51;J;0;S;35.0;Q;0;C;1;H;0;B;8.75;;;;;;;;;;
10:53:00;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301803 0 00211305B422;A;35248;N;0;I;25.12;G;2.02;J;0;S;35.0;Q;0;C;1;H;0;B;8.71;;;;;;;;;;
