'sep=;'
09:26:29;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;724;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.83;;;;;;;;;;
09:26:30;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;2241;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.83;;;;;;;;;;
09:26:32;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;3754;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.83;;;;;;;;;;
09:26:33;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;5272;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.85;;;;;;;;;;
09:26:35;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;6793;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.85;;;;;;;;;;
09:26:36;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;8307;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.83;;;;;;;;;;
09:26:38;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;9819;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.95;;;;;;;;;;
09:26:39;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;11335;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.93;;;;;;;;;;
09:26:41;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;12847;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.91;;;;;;;;;;
09:26:42;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;14360;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.91;;;;;;;;;;
09:26:44;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;15872;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.89;;;;;;;;;;
09:26:45;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;17391;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.91;;;;;;;;;;
09:26:47;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;18906;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.91;;;;;;;;;;
09:26:48;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;20426;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.91;;;;;;;;;;
09:26:50;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;21942;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.91;;;;;;;;;;
09:26:52;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;23463;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.87;;;;;;;;;;
09:26:53;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;24976;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.83;;;;;;;;;;
09:26:55;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;26503;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.83;;;;;;;;;;
09:26:56;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;27995;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.83;;;;;;;;;;
09:26:58;mikroSikaru.de BrausteuerungApp 1.19 mikroSikaru.de 301709 0 98D33500A6B7;A;29512;N;0;I;8.59;G;0.0;J;0;S;55.0;Q;0;C;1;H;0;B;7.85;;;;;;;;;;
